"Número d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripció dia setmana","Dia setmana","Descripció tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripció torn","Descripció causa vianant","Número de morts","Número de lesionats lleus","Número de lesionats greus","Número de víctimes","Número de vehicles implicats","Coordenada UTM (X)","Coordenada UTM (Y)","Longitud","Latitud"
"2017S008429    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 27                                         ","Desconegut","Divendres","Dv","Laboral","2017",10,"Octubre","13","08","Matí","Altres",0,2,0,2,2,"426936.65 ","4577079.15","2.12562442","41.34004482"
"2017S007316    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 3 Zona Franca / Número 50 Zona Franca      ","Desconegut","Divendres","Dv","Laboral","2017",9,"Setembre","1","13","Matí","No és causa del  vianant",0,2,0,2,2,"426503.22 ","4577014.83","2.12045245","41.33942606"
"2017S010210    ",-1,"Desconegut",-1,"Desconegut",-1,"Litoral (Besòs)                                   ","K128      ","Divendres","Dv","Laboral","2017",12,"Desembre","8","21","Tarda","No és causa del  vianant",0,5,0,5,2,"430450.5  ","4579358.49","2.1673561","41.3608855"
"2017S006364    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 3 Zona Franca                              ","77-111    ","Divendres","Dv","Laboral","2017",7,"Juliol","21","02","Nit","No és causa del  vianant",0,1,0,1,2,"426842.33 ","4576816.19","2.12452894","41.33766786"
"2017S004615    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",226400,"Las Navas de Tolosa                               ","0323 0325","Dijous","Dj","Laboral","2017",5,"Maig","25","14","Tarda","No és causa del  vianant",0,1,0,1,3,"432006,95","4585503,52","2.185272","41.416365"
"2017S007775    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161407,"Indústria / Trinxant                              ","0320 0322","Dimecres","Dc","Laboral","2017",9,"Setembre","20","12","Matí","No és causa del  vianant",0,1,0,1,2,"431822,92","4585470,94","2.183245","41.416336"
"2017S004484    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161407,"Trinxant / Indústria                              ","0320 0322","Dissabte","Ds","Laboral","2017",5,"Maig","20","21","Tarda","No és causa del  vianant",0,1,0,1,2,"431822,92","4585470,94","2.183245","41.416336"
"2017S010680    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161407,"Indústria                                         ","0303 0303","Dimarts","Dm","Laboral","2017",12,"Desembre","26","20","Tarda","No és causa del  vianant",0,2,0,2,1,"431846,11","4585523,10","2.183561","41.416372"
"2017S005152    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161407,"Indústria                                         ","0317 0317","Dilluns","Dl","Laboral","2017",6,"Juny","12","15","Tarda","Altres",0,1,0,1,1,"431894,47","4585568,41","2.184059","41.416763"
"2017S003932    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",194406,"Maragall                                          ","0011 0011","Dimecres","Dc","Laboral","2017",5,"Maig","3","20","Tarda","No és causa del  vianant",0,1,0,1,1,"431636,55","4585227,81","2.181225","41.413958"
"2017S010348    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161407,"Indústria                                         ","0295 0295","Dijous","Dj","Laboral","2017",12,"Desembre","14","20","Tarda","No és causa del  vianant",0,1,0,1,2,"431757,04","4585439,98","2.18229","41.415772"
"2017S000245    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",224802,"ST ANTONI M CLARET / Pg Maragall                  ","0092 0092","Dimecres","Dc","Laboral","2017",1,"Gener","11","07","Matí","No és causa del  vianant",0,1,0,1,2,"431715,17","4585325,84","2.180453","41.41579"
"2017S005695    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret / Guinardó               ","0358 0358","Divendres","Dv","Laboral","2017",6,"Juny","30","12","Matí","No és causa del  vianant",0,1,0,1,2,"431690,10","4585511,58","2.18114","41.416295"
"2017S007384    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret                          ","0258 0260","Dilluns","Dl","Laboral","2017",9,"Setembre","4","16","Tarda","No és causa del  vianant",0,0,1,1,2,"431235,61","4585067,59","2.176324","41.412546"
"2017S008080    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret                          ","0258 0260","Dissabte","Ds","Laboral","2017",9,"Setembre","30","19","Tarda","No és causa del  vianant",0,1,0,1,2,"431235,61","4585067,59","2.176324","41.412546"
"2017S003439    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",90502,"Còrsega / Còrsega                                 ","0659 0659","Dilluns","Dl","Laboral","2017",4,"Abril","17","14","Tarda","No és causa del  vianant",0,1,0,1,2,"431407,84","4584892,85","2.178314","41.410784"
"2017S002410    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",90502,"CÒRSEGA / Dos de Maig                             ","0691 0691","Dissabte","Ds","Laboral","2017",3,"Març","25","14","Tarda","No és causa del  vianant",0,4,0,4,2,"431524,91","4585013,70","2.177719","41.410323"
"2017S009296    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161407,"Indústria                                         ","0199 0199","Dijous","Dj","Laboral","2017",11,"Novembre","9","22","Nit","Desobeir el senyal del semàfor",0,1,0,1,1,"431288,68","4584964,08","2.17674","41.411445"
"2017S010102    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161101,"Rosselló / Independència                          ","0337 0341","Dilluns","Dl","Laboral","2017",12,"Desembre","4","00","Nit","No és causa del  vianant",0,2,0,2,2,"431569,05","4584809,35","2.1801","41.410287"
"2017S002158    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"VALÈNCIA                                          ","0585 0585","Divendres","Dv","Laboral","2017",3,"Març","17","16","Tarda","No és causa del  vianant",0,1,0,1,2,"431943,56","4584665,15","2.184855","41.408993"
"2017S007606    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"València                                          ","0564 0566","Dijous","Dj","Laboral","2017",9,"Setembre","14","14","Tarda","No és causa del  vianant",0,1,0,1,2,"431827,97","4584521,58","2.154877","41.38621"
"2017S007805    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"València / Independència                          ","0567 0567","Dimecres","Dc","Laboral","2017",9,"Setembre","20","20","Tarda","No és causa del  vianant",0,0,1,1,2,"431847,16","4584575,49","2.183407","41.407785"
"2017S008987    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"València                                          ","0580 0580","Dilluns","Dl","Laboral","2017",10,"Octubre","30","20","Tarda","No és causa del  vianant",0,1,0,1,2,"431894,69","4584587,11","2.184033","41.408102"
"2017S002244    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",18505,"ARAGÓ / Corunya                                   ","0561 0563","Dilluns","Dl","Laboral","2017",3,"Març","20","19","Tarda","No és causa del  vianant",0,1,0,1,2,"431959,95","4584507,24","2.185732","41.407803"
"2017S001012    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161101,"MALLORCA                                          ","0321 0321","Dimarts","Dm","Laboral","2017",2,"Febrer","7","11","Matí","No és causa del  vianant",0,1,0,1,1,"431667,54","4584712,26","2.181775","41.408393"
"2017S009722    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,"Mallorca                                          ","0519 0519","Dimecres","Dc","Laboral","2017",11,"Novembre","22","20","Tarda","No és causa del  vianant",0,1,0,1,2,"431715,03","4584629,70","2.181955","41.408529"
"2017S001895    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161101,"DOS DE MAIG / Mallorca                            ","0281 0281","Dimecres","Dc","Laboral","2017",3,"Març","8","12","Matí","No és causa del  vianant",0,1,0,1,2,"431814,65","4584562,43","2.181123","41.407749"
"2017S008277    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,"Mallorca / Dos de Maig                            ","0518 0518","Dissabte","Ds","Laboral","2017",10,"Octubre","7","06","Matí","No és causa del  vianant",0,2,0,2,4,"431675,33","4584558,04","2.181123","41.407749"
"2017S004380    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"València / Independència                          ","0563 0563","Dimecres","Dc","Laboral","2017",5,"Maig","17","13","Matí","No és causa del  vianant",0,0,0,0,2,"431816,61","4584545,45","2.183407","41.407785"
"2017S001233    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"VALÈNCIA                                          ","0599 0599","Dimarts","Dm","Laboral","2017",2,"Febrer","14","16","Tarda","Transitar a peu per la calçada",0,1,0,1,1,"432020,48","4584742,30","2.185751","41.409684"
"2017S007303    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"València                                          ","0603 0603","Dijous","Dj","Laboral","2017",8,"Agost","31","21","Tarda","Altres",0,0,1,1,1,"432032,73","4584754,37","2.185811","41.40973"
"2017S007003    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",18505,"Aragó / Corunya                                   ","0585 0585","Dimarts","Dm","Laboral","2017",8,"Agost","15","18","Tarda","No és causa del  vianant",0,1,0,1,2,"432041,65","4584577,77","2.185732","41.407803"
"2017S000893    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",18505,"ARAGÓ                                             ","0587 0587","Dijous","Dj","Laboral","2017",2,"Febrer","2","09","Matí","No és causa del  vianant",0,1,0,1,2,"432041,65","4584577,77","2.18647","41.408498"
"2017S001163    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",18505,"AV MERIDIANA / Aragó                              ","0589 0589","Dissabte","Ds","Laboral","2017",2,"Febrer","11","15","Tarda","No és causa del  vianant",0,1,0,1,2,"432041,65","4584577,77","2.186855","41.408523"
"2017S007277    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161101,"Independència / Enamorats                         ","0273 0273","Dijous","Dj","Laboral","2017",8,"Agost","31","07","Matí","No és causa del  vianant",0,2,0,2,3,"431895,30","4584479,69","2.183965","41.407337"
"2017S002245    ",10,"Sant Martí",65,"el Clot",1604,"AV MERIDIANA / Sèquia Comtal                      ","0009 0009","Dilluns","Dl","Laboral","2017",3,"Març","20","19","Tarda","Desobeir el senyal del semàfor",0,1,0,1,1,"432196,14","4584595,07","2.186855","41.408523"
"2017S009302    ",10,"Sant Martí",65,"el Clot",1604,"Meridiana                                         ","0016 0016","Divendres","Dv","Laboral","2017",11,"Novembre","10","11","Matí","Desobeir el senyal del semàfor",0,1,0,1,1,"432170,35","4584619,76","2.187185","41.408131"
"2017S002101    ",10,"Sant Martí",65,"el Clot",161101,"INDEPENDÈNCIA / Aragó                             ","0261 0261","Dimecres","Dc","Laboral","2017",3,"Març","15","23","Nit","No és causa del  vianant",0,1,0,1,1,"431960,88","4584412,80","2.18452","41.406912"
"2017S005169    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes / Glòries Catalanes               ","0823 0823","Dimarts","Dm","Laboral","2017",6,"Juny","13","09","Matí","No és causa del  vianant",0,1,0,1,2,"432229,70","4584197,87","2.185863","41.402617"
"2017S006669    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes                                   ","0823 0823","Dimarts","Dm","Laboral","2017",8,"Agost","1","19","Tarda","No és causa del  vianant",0,1,0,1,2,"432229,70","4584197,87","2.188084","41.404624"
"2017S005643    ",10,"Sant Martí",65,"el Clot",169409,"Badajoz / Diagonal                                ","0823 0823","Dimecres","Dc","Laboral","2017",6,"Juny","28","19","Tarda","No és causa del  vianant",0,1,0,1,2,"432229,70","4584197,87","2.188682","41.403765"
"2017S000296    ",10,"Sant Martí",65,"el Clot",209900,"INDEPENDÈNCIA / Av Meridiana                      ","0078 0078","Dijous","Dj","Laboral","2017",1,"Gener","12","12","Matí","No és causa del  vianant",0,1,0,1,2,"432154,04","4584227,04","2.186854","41.405403"
"2017S000609    ",10,"Sant Martí",65,"el Clot",-1,"ARAGÓ                                             ","Desconegut","Dilluns","Dl","Laboral","2017",1,"Gener","23","16","Tarda","No és causa del  vianant",0,1,0,1,2,"432022.1  ","4584523.65","2.185564","41.407541"
"2017S005444    ",10,"Sant Martí",72,"Sant Martí de Provençals",169409,"Corts Catalanes                                   ","0963 0963","Dimecres","Dc","Laboral","2017",6,"Juny","21","19","Tarda","No és causa del  vianant",0,1,0,1,1,"432952,21","4584961,31","2.196643","41.411561"
"2017S007332    ",10,"Sant Martí",72,"Sant Martí de Provençals",169409,"Corts Catalanes / Espronceda                      ","0963 0963","Divendres","Dv","Laboral","2017",9,"Setembre","1","18","Tarda","No és causa del  vianant",0,0,0,0,1,"432952,21","4584961,31","2.197063","41.411044"
"2017S000726    ",10,"Sant Martí",72,"Sant Martí de Provençals",128106,"RBLA GUIPÚSCOA / Espronceda                       ","0296 0296","Divendres","Dv","Laboral","2017",1,"Gener","27","17","Tarda","No és causa del  vianant",0,2,0,2,2,"432726,56","4585576,46","2.193542","41.413696"
"2017S001891    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"RBLA GUIPÚSCOA                                    ","0021B0021B","Dimecres","Dc","Laboral","2017",3,"Març","8","10","Matí","No és causa del  vianant",0,1,0,1,2,"432727,59","4585261,16","2.194216","41.414467"
"2017S000532    ",10,"Sant Martí",65,"el Clot",161101,"INDEPENDÈNCIA                                     ","0227 0227","Divendres","Dv","Laboral","2017",1,"Gener","20","11","Matí","No és causa del  vianant",0,1,0,1,2,"432071,45","4584299,28","2.186061","41.405891"
"2017S006453    ",10,"Sant Martí",65,"el Clot",161101,"Consell de Cent / Independència                   ","0243 0243","Dilluns","Dl","Laboral","2017",7,"Juliol","24","15","Tarda","No és causa del  vianant",0,1,0,1,2,"432002,91","4584366,13","2.185657","41.406065"
"2017S004345    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",173406,"València                                          ","0002 0004","Dimarts","Dm","Laboral","2017",5,"Maig","16","13","Matí","No és causa del  vianant",0,1,0,1,2,"432091,96","4584822,63","2.186425","41.40991"
"2017S000869    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,"AV MERIDIANA                                      ","0614 0614","Dimecres","Dc","Laboral","2017",2,"Febrer","1","18","Tarda","No és causa del  vianant",0,1,0,1,2,"432050,78","4584928,37","2.186557","41.409004"
"2017S001562    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",209900,"AV MERIDIANA                                      ","0135B0135B","Dissabte","Ds","Laboral","2017",2,"Febrer","25","08","Matí","No és causa del  vianant",0,1,0,1,2,"432107,33","4584770,47","2.18656","41.410613"
"2017S009772    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",209900,"Meridiana / València                              ","0137 0137B","Divendres","Dv","Laboral","2017",11,"Novembre","24","08","Matí","No és causa del  vianant",0,2,0,2,3,"432107,43","4584782,83","2.186877","41.410354"
"2017S007600    ",10,"Sant Martí",65,"el Clot",42306,"Bilbao / Aragó                                    ","0220X0220X","Dimecres","Dc","Laboral","2017",9,"Setembre","13","23","Nit","No és causa del  vianant",0,1,0,1,5,"432540,41","4584990,51","2.191279","41.411973"
"2017S000137    ",10,"Sant Martí",65,"el Clot",60400,"ARAGÓ                                             ","0001S0001S","Divendres","Dv","Laboral","2017",1,"Gener","6","22","Nit","No és causa del  vianant",0,1,0,1,2,"432181,99","4584767,31","2.1884","41.410069"
"2017S008267    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes / Poblenou                        ","0871 0871","Divendres","Dv","Laboral","2017",10,"Octubre","6","20","Tarda","No és causa del  vianant",0,1,0,1,2,"432562,44","4584523,33","2.192552","41.407639"
"2017S007951    ",10,"Sant Martí",65,"el Clot",86200,"Concili de Trento / Lope de Vega                  ","0037 0039","Dimarts","Dm","Laboral","2017",9,"Setembre","26","12","Matí","Creuar per fora pas de vianants",0,1,0,1,1,"432711,43","4585044,37","2.193547","41.411987"
"2017S006854    ",10,"Sant Martí",65,"el Clot",42306,"Aragó / Las Navas de Tolosa                       ","0241 0241","Dimarts","Dm","Laboral","2017",8,"Agost","8","23","Nit","No és causa del  vianant",0,1,0,1,2,"432527,01","4584971,56","2.191279","41.411973"
"2017S006079    ",10,"Sant Martí",65,"el Clot",350308,"València                                          ","0620 0626","Dimecres","Dc","Laboral","2017",7,"Juliol","12","17","Tarda","Creuar per fora pas de vianants",0,1,0,1,1,"432198,76","4584886,86","2.187637","41.410827"
"2017S004641    ",10,"Sant Martí",65,"el Clot",180401,"Lope de Vega / Concili de Trento                  ","0273 0275","Divendres","Dv","Laboral","2017",5,"Maig","26","08","Matí","No és causa del  vianant",0,1,0,1,3,"432705,80","4584983,52","2.193547","41.411987"
"2017S003623    ",10,"Sant Martí",65,"el Clot",209900,"Meridiana / Trinxant                              ","0194 0196","Diumenge","Dg","Laboral","2017",4,"Abril","23","11","Matí","No és causa del  vianant",0,1,0,1,2,"432165,20","4585196,35","2.186892","41.413523"
"2017S008103    ",10,"Sant Martí",65,"el Clot",226400,"Las Navas de Tolosa / Múrcia                      ","0289B0291","Diumenge","Dg","Laboral","2017",10,"Octubre","1","21","Tarda","No és causa del  vianant",0,2,0,2,2,"432192,23","4585315,15","2.187887","41.414538"
"2017S003940    ",10,"Sant Martí",65,"el Clot",42306,"Bilbao                                            ","0227 0229","Dijous","Dj","Laboral","2017",5,"Maig","4","10","Matí","No és causa del  vianant",0,1,0,1,3,"432616,05","4584880,71","2.19303","41.410796"
"2017S006732    ",10,"Sant Martí",73,"la Verneda i la Pau",86200,"Concili de Trento / Extremadura                   ","0317X0317X","Dimecres","Dc","Laboral","2017",8,"Agost","2","11","Matí","No és causa del  vianant",0,1,0,1,2,"434148,53","4586154,83","2.211398","41.421881"
"2017S003914    ",10,"Sant Martí",70,"el Besòs i el Maresme",701266,"Litoral (Llobregat)                               ","000550000","Dimecres","Dc","Laboral","2017",5,"Maig","3","11","Matí","No és causa del  vianant",0,4,0,4,2,"435017,20","4584731,20","2.221726","41.410514"
"2017S001257    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"RBLA PRIM / Rbla Guipúscoa                        ","0166B0166B","Dimecres","Dc","Laboral","2017",2,"Febrer","15","01","Nit","No és causa del  vianant",0,1,0,1,2,"433889,51","4586256,32","2.204909","41.422204"
"2017S010414    ",10,"Sant Martí",70,"el Besòs i el Maresme",701559,"Eduard Maristany                                  ","0002X0002X","Dissabte","Ds","Laboral","2017",12,"Desembre","16","18","Tarda","No és causa del  vianant",0,1,0,1,2,"434910,04","4584955,31","2.22051","41.412138"
"2017S003078    ",10,"Sant Martí",70,"el Besòs i el Maresme",165408,"Prim                                              ","0001 0001","Dilluns","Dl","Laboral","2017",4,"Abril","3","19","Tarda","No és causa del  vianant",0,0,0,0,1,"434651,99","4585174,61","2.216609","41.413737"
"2017S010707    ",10,"Sant Martí",72,"Sant Martí de Provençals",3406,"Guipúscoa / Agricultura                           ","0260 0260","Dimecres","Dc","Laboral","2017",12,"Desembre","27","16","Tarda","No és causa del  vianant",0,2,0,2,2,"433302,68","4585756,57","2.200363","41.418811"
"2017S009012    ",10,"Sant Martí",72,"Sant Martí de Provençals",60807,"Cantàbria / Concili de Trento                     ","0023 0023","Dimarts","Dm","Laboral","2017",10,"Octubre","31","19","Tarda","No és causa del  vianant",0,1,0,1,2,"433438,44","4585759,71","2.202633","41.418803"
"2017S005997    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"Guipúscoa                                         ","0108 0108","Dilluns","Dl","Laboral","2017",7,"Juliol","10","15","Tarda","No és causa del  vianant",0,2,0,2,1,"433395,88","4585855,58","2.201852","41.419652"
"2017S005176    ",10,"Sant Martí",73,"la Verneda i la Pau",69700,"Santander / Ca n'Oliva                            ","0111X0111X","Dimarts","Dm","Laboral","2017",6,"Juny","13","14","Tarda","No és causa del  vianant",0,1,0,1,3,"433364,56","4586605,67","2.201282","41.426638"
"2017S000123    ",10,"Sant Martí",73,"la Verneda i la Pau",318906,"SANTANDER                                         ","0038 0040","Dijous","Dj","Laboral","2017",1,"Gener","5","17","Tarda","No és causa del  vianant",0,2,0,2,2,"433396,55","4586637,52","2.20173","41.42748"
"2017S005072    ",10,"Sant Martí",73,"la Verneda i la Pau",318906,"Santander                                         ","0043 0047","Divendres","Dv","Laboral","2017",6,"Juny","9","17","Tarda","No és causa del  vianant",0,1,0,1,2,"433294,25","4586607,45","2.200553","41.426416"
"2017S007144    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"Guipúscoa                                         ","0120X0120X","Dimecres","Dc","Laboral","2017",8,"Agost","23","20","Tarda","No és causa del  vianant",0,1,0,1,1,"433463,81","4585920,96","2.2024","41.420066"
"2017S000944    ",10,"Sant Martí",72,"Sant Martí de Provençals",15201,"CANTÀBRIA                                         ","0191 0191","Divendres","Dv","Laboral","2017",2,"Febrer","3","20","Tarda","Creuar per fora pas de vianants",0,1,0,1,1,"433503,59","4585631,56","2.204322","41.417325"
"2017S000612    ",10,"Sant Martí",73,"la Verneda i la Pau",60807,"CANTÀBRIA                                         ","0053 0055","Dilluns","Dl","Laboral","2017",1,"Gener","23","18","Tarda","No és causa del  vianant",0,1,0,1,3,"433083,99","4586161,62","2.198959","41.423403"
"2017S002424    ",10,"Sant Martí",73,"la Verneda i la Pau",318906,"SANTANDER                                         ","0025A0025A","Diumenge","Dg","Laboral","2017",3,"Març","26","06","Matí","No és causa del  vianant",0,1,0,1,1,"433027,27","4586394,56","2.198539","41.42411"
"2017S008874    ",10,"Sant Martí",71,"Provençals del Poblenou",144601,"Diagonal / Bac de Roda                            ","0108 0110","Dijous","Dj","Laboral","2017",10,"Octubre","26","21","Tarda","No és causa del  vianant",0,1,0,1,2,"433572,37","4584544,81","2.203962","41.407568"
"2017S003235    ",10,"Sant Martí",70,"el Besòs i el Maresme",266405,"Prim                                              ","0029 0029","Divendres","Dv","Laboral","2017",4,"Abril","7","18","Tarda","No és causa del  vianant",0,0,0,0,2,"434649,79","4585071,88","2.21694","41.412697"
"2017S006914    ",10,"Sant Martí",70,"el Besòs i el Maresme",266405,"Prim / Pujades                                    ","0037 0039","Divendres","Dv","Laboral","2017",8,"Agost","11","15","Tarda","No és causa del  vianant",0,1,0,1,2,"434600,33","4585122,68","2.216424","41.413489"
"2017S001120    ",10,"Sant Martí",71,"Provençals del Poblenou",249304,"PERE IV                                           ","0478 0478","Divendres","Dv","Laboral","2017",2,"Febrer","10","10","Matí","No és causa del  vianant",0,2,0,2,2,"433812,88","4585297,27","2.20713","41.414859"
"2017S004843    ",10,"Sant Martí",70,"el Besòs i el Maresme",186703,"Llull                                             ","0386 0386","Divendres","Dv","Laboral","2017",6,"Juny","2","06","Matí","Creuar per fora pas de vianants",0,1,0,1,1,"434579,17","4584909,22","2.216113","41.411226"
"2017S002075    ",10,"Sant Martí",71,"Provençals del Poblenou",322608,"SELVA DE MAR / Veneçuela                          ","0055X0055X","Dimecres","Dc","Laboral","2017",3,"Març","15","08","Matí","No és causa del  vianant",0,2,0,2,1,"433868,30","4584710,06","2.20736","41.410118"
"2017S008856    ",10,"Sant Martí",71,"Provençals del Poblenou",30409,"Diagonal / Bac de Roda                            ","0100 0108","Dijous","Dj","Laboral","2017",10,"Octubre","26","08","Matí","Desobeir el senyal del semàfor",0,1,0,1,1,"433536,88","4584557,54","2.203962","41.407568"
"2017S004209    ",10,"Sant Martí",70,"el Besòs i el Maresme",195409,"Maresme / Bolívia                                 ","0166 0166","Divendres","Dv","Laboral","2017",5,"Maig","12","00","Nit","No és causa del  vianant",0,2,0,2,2,"434043,08","4585561,81","2.209648","41.416875"
"2017S008566    ",10,"Sant Martí",68,"el Poblenou",148704,"Ramon Turró / Ciutat de Granada                   ","0029 0029","Dimecres","Dc","Laboral","2017",10,"Octubre","18","09","Matí","No és causa del  vianant",0,3,0,3,2,"433171,61","4583349,61","2.199459","41.397299"
"2017S002006    ",10,"Sant Martí",68,"el Poblenou",700667,"AV LITORAL                                        ","0000 0000","Diumenge","Dg","Laboral","2017",3,"Març","12","04","Nit","No és causa del  vianant",0,1,0,1,1,"433335,13","4583027,72","2.208706","41.39742"
"2017S004941    ",10,"Sant Martí",68,"el Poblenou",186703,"Llull                                             ","0101 0101","Dimarts","Dm","Laboral","2017",6,"Juny","6","09","Matí","No és causa del  vianant",0,1,0,1,2,"432902,47","4583316,47","2.19633","41.396815"
"2017S002347    ",10,"Sant Martí",68,"el Poblenou",202209,"LLULL / Ciutat de Granada                         ","0011B0011B","Dijous","Dj","Laboral","2017",3,"Març","23","19","Tarda","No és causa del  vianant",0,1,0,1,2,"433156,90","4583294,69","2.198332","41.398139"
"2017S010097    ",10,"Sant Martí",68,"el Poblenou",62609,"Badajoz / Icària                                  ","0204 0204","Diumenge","Dg","Laboral","2017",12,"Desembre","3","13","Matí","No és causa del  vianant",0,1,0,1,2,"433310,69","4583070,90","2.200803","41.394523"
"2017S000122    ",10,"Sant Martí",68,"el Poblenou",29206,"RBLA PRIM / GV Corts Catalanes                    ","0042 0046","Dijous","Dj","Laboral","2017",1,"Gener","5","19","Tarda","No és causa del  vianant",0,0,0,0,1,"432966,39","4583219,85","2.208398","41.419569"
"2017S003738    ",10,"Sant Martí",71,"Provençals del Poblenou",115603,"Espronceda                                        ","0151X0151X","Dijous","Dj","Laboral","2017",4,"Abril","27","10","Matí","No és causa del  vianant",0,1,0,1,2,"433383,68","4584494,10","2.201856","41.407389"
"2017S007503    ",10,"Sant Martí",71,"Provençals del Poblenou",115603,"Espronceda / Perú                                 ","0201 0201","Dissabte","Ds","Laboral","2017",9,"Setembre","9","15","Tarda","No és causa del  vianant",0,2,0,2,2,"433092,38","4584771,43","2.198342","41.410089"
"2017S001061    ",10,"Sant Martí",71,"Provençals del Poblenou",169409,"CTRA C-31                                         ","1088I1088I","Dimecres","Dc","Laboral","2017",2,"Febrer","8","17","Tarda","No és causa del  vianant",0,0,0,0,3,"433579,27","4585365,83","2.205805","41.417384"
"2017S007904    ",10,"Sant Martí",71,"Provençals del Poblenou",169409,"Corts Catalanes / Bac de Roda                     ","1004 1004","Diumenge","Dg","Laboral","2017",9,"Setembre","24","09","Matí","No és causa del  vianant",0,1,0,1,4,"433144,75","4584965,06","2.19819","41.411891"
"2017S010082    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"Espronceda / Corts Catalanes                      ","020700000","Dissabte","Ds","Laboral","2017",12,"Desembre","2","13","Matí","No és causa del  vianant",0,0,0,0,1,"433010,80","4584901,86","2.197063","41.411044"
"2017S004702    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31                                              ","020710000","Diumenge","Dg","Laboral","2017",5,"Maig","28","08","Matí","No és causa del  vianant",0,2,0,2,2,"433081,94","4584971,32","2.19735","41.411031"
"2017S008946    ",10,"Sant Martí",71,"Provençals del Poblenou",200600,"Marroc / Bac de Roda                              ","0083B0083B","Diumenge","Dg","Laboral","2017",10,"Octubre","29","17","Tarda","Desobeir el senyal del semàfor",0,1,0,1,1,"433384,47","4584725,23","2.201731","41.409239"
"2017S006672    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31                                              ","020670000","Dimarts","Dm","Laboral","2017",8,"Agost","1","21","Tarda","No és causa del  vianant",0,1,0,1,2,"432792,39","4584691,03","2.193034","41.407835"
"2017S005878    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"Corts Catalanes / Selva de Mar                    ","020750000","Dimecres","Dc","Laboral","2017",7,"Juliol","5","16","Tarda","No és causa del  vianant",0,0,0,0,2,"433366,47","4585249,15","2.201634","41.414447"
"2017S009684    ",10,"Sant Martí",71,"Provençals del Poblenou",143609,"Josep Pla / Perú                                  ","0180X0180X","Dimarts","Dm","Laboral","2017",11,"Novembre","21","22","Nit","No és causa del  vianant",0,1,0,1,2,"433785,13","4585451,00","2.206224","41.416095"
