"Número d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripció dia setmana","Dia setmana","Descripció tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripció torn","Descripció causa vianant","Número de morts","Número de lesionats lleus","Número de lesionats greus","Número de víctimes","Número de vehicles implicats","Coordenada UTM (X)","Coordenada UTM (Y)","Longitud","Latitud"
"2017S009371    ",10,"Sant Martí",65,"el Clot",89004,"Consell de Cent / Independència                   ","0606B0606B","Diumenge","Dg","Laboral","2017",11,"Novembre","12","09","Matí","No és causa del  vianant",0,1,0,1,2,"432023,59","4584333,67","2.185657","41.406065"
"2017S001424    ",10,"Sant Martí",72,"Sant Martí de Provençals",6302,"RBLA GUIPÚSCOA                                    ","0028 0028","Dimarts","Dm","Laboral","2017",2,"Febrer","21","06","Matí","No és causa del  vianant",0,1,0,1,2,"432865,08","4585716,54","2.197555","41.416966"
"2017S000117    ",10,"Sant Martí",72,"Sant Martí de Provençals",267907,"SELVA DE MAR / Rbla Guipúscoa                     ","0292 0292","Dijous","Dj","Laboral","2017",1,"Gener","5","15","Tarda","No és causa del  vianant",0,1,0,1,2,"432822,07","4585667,88","2.198144","41.417153"
"2017S004683    ",10,"Sant Martí",72,"Sant Martí de Provençals",322608,"Guipúscoa / Selva de Mar                          ","0235B0235B","Dissabte","Ds","Laboral","2017",5,"Maig","27","10","Matí","No és causa del  vianant",0,5,0,5,2,"433054,64","4585586,64","2.198144","41.417153"
"2017S004465    ",10,"Sant Martí",65,"el Clot",346402,"Meridiana / Trinxant                              ","0010 0012","Dissabte","Ds","Laboral","2017",5,"Maig","20","10","Matí","No és causa del  vianant",0,1,0,1,2,"432169,30","4585179,51","2.186892","41.413523"
"2017S005064    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",209900,"Meridiana                                         ","0149 0149","Dijous","Dj","Laboral","2017",6,"Juny","8","20","Tarda","No és causa del  vianant",0,2,0,2,2,"432108,86","4584884,13","2.186561","41.410699"
"2017S001501    ",10,"Sant Martí",65,"el Clot",115603,"RBLA GUIPÚSCOA                                    ","0313 0313","Dijous","Dj","Laboral","2017",2,"Febrer","23","12","Matí","No és causa del  vianant",0,0,0,0,1,"432545,01","4585337,42","2.192518","41.413192"
"2017S008169    ",10,"Sant Martí",65,"el Clot",180401,"Lope de Vega                                      ","0277 0277","Dimecres","Dc","Laboral","2017",10,"Octubre","4","08","Matí","No és causa del  vianant",0,1,0,1,3,"432655,01","4585034,08","2.193313","41.412297"
"2017S009615    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes / Poblenou                        ","0871 0871","Diumenge","Dg","Laboral","2017",11,"Novembre","19","14","Tarda","No és causa del  vianant",0,2,0,2,2,"432562,44","4584523,33","2.192552","41.407639"
"2017S001696    ",10,"Sant Martí",65,"el Clot",209900,"VALÈNCIA / Av Meridiana                           ","0144 0144","Dimecres","Dc","Laboral","2017",3,"Març","1","16","Tarda","No és causa del  vianant",0,1,0,1,2,"432159,75","4584770,81","2.186877","41.410354"
"2017S008290    ",10,"Sant Martí",65,"el Clot",153205,"Espronceda / Guipúscoa                            ","0016 0016","Dissabte","Ds","Laboral","2017",10,"Octubre","7","22","Nit","Desobeir el senyal del semàfor",0,1,0,1,1,"432690,49","4585166,49","2.193542","41.413696"
"2017S003799    ",10,"Sant Martí",65,"el Clot",42306,"Corts Catalanes / Bilbao                          ","0176 0178","Divendres","Dv","Laboral","2017",4,"Abril","28","17","Tarda","No és causa del  vianant",0,0,0,0,1,"432759,03","4584768,20","2.194859","41.409289"
"2017S004056    ",10,"Sant Martí",65,"el Clot",209900,"Meridiana / Trinxant                              ","0190 0192","Dilluns","Dl","Laboral","2017",5,"Maig","8","09","Matí","No és causa del  vianant",0,1,0,1,2,"432163,69","4585132,63","2.186892","41.413523"
"2017S004724    ",10,"Sant Martí",65,"el Clot",209900,"Meridiana                                         ","0208 0210","Dilluns","Dl","Laboral","2017",5,"Maig","29","12","Matí","No és causa del  vianant",0,4,0,4,2,"432167,52","4585320,81","2.187214","41.414733"
"2017S006159    ",10,"Sant Martí",65,"el Clot",209900,"Meridiana / Las Navas de Tolosa                   ","0208 0210","Divendres","Dv","Laboral","2017",7,"Juliol","14","22","Nit","No és causa del  vianant",0,1,0,1,1,"432167,52","4585320,81","2.18689","41.415288"
"2017S010728    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",209900,"Meridiana / Mallorca                              ","0151B0151B","Dijous","Dj","Laboral","2017",12,"Desembre","28","17","Tarda","No és causa del  vianant",0,1,0,1,2,"432102,65","4585012,86","2.186875","41.412198"
"2017S001041    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",217104,"DEGÀ BAHÍ / Muntanya                              ","0054 0054","Dimecres","Dc","Laboral","2017",2,"Febrer","8","08","Matí","No és causa del  vianant",0,1,0,1,2,"431993,81","4585008,31","2.184632","41.412063"
"2017S010408    ",10,"Sant Martí",70,"el Besòs i el Maresme",266405,"Prim / Llull                                      ","0018 0018","Dissabte","Ds","Laboral","2017",12,"Desembre","16","17","Tarda","No és causa del  vianant",0,1,0,1,2,"434696,59","4585113,04","2.217554","41.412645"
"2017S006703    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"Guipúscoa / Josep Mula                            ","0162X0162X","Dimecres","Dc","Laboral","2017",8,"Agost","2","17","Tarda","No és causa del  vianant",0,3,0,3,2,"433794,86","4586245,70","2.206326","41.423276"
"2017S001573    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"RBLA GUIPÚSCOA                                    ","0164A0164A","Dissabte","Ds","Laboral","2017",2,"Febrer","25","18","Tarda","No és causa del  vianant",0,2,0,2,2,"433841,09","4586251,36","2.207331","41.42359"
"2017S004730    ",10,"Sant Martí",70,"el Besòs i el Maresme",701449,"Sant Ramon de Penyafort / Eduard Maristany        ","0013X0013X","Dilluns","Dl","Laboral","2017",5,"Maig","29","17","Tarda","No és causa del  vianant",0,1,0,1,2,"434982,66","4585158,54","2.221273","41.413562"
"2017S010528    ",10,"Sant Martí",70,"el Besòs i el Maresme",701449,"Eduard Maristany / Sant Ramon de Penyafort        ","0013X0013X","Dissabte","Ds","Laboral","2017",12,"Desembre","16","13","Matí","No és causa del  vianant",0,2,0,2,2,"434982,66","4585158,54","2.221103","41.412796"
"2017S003924    ",10,"Sant Martí",73,"la Verneda i la Pau",357500,"Guipúscoa                                         ","0025 0025","Dimecres","Dc","Laboral","2017",5,"Maig","3","17","Tarda","No és causa del  vianant",0,1,0,1,2,"433902,53","4586425,60","2.208224","41.424965"
"2017S008827    ",10,"Sant Martí",73,"la Verneda i la Pau",357500,"Guipúscoa                                         ","0025 0025","Dimecres","Dc","Laboral","2017",10,"Octubre","25","08","Matí","No és causa del  vianant",0,1,0,1,2,"433902,53","4586425,60","2.208472","41.424616"
"2017S009575    ",10,"Sant Martí",72,"Sant Martí de Provençals",3406,"Guipúscoa / Agricultura                           ","0260 0260","Divendres","Dv","Laboral","2017",11,"Novembre","17","23","Nit","No és causa del  vianant",0,1,0,1,2,"433302,68","4585756,57","2.200363","41.418811"
"2017S002073    ",10,"Sant Martí",73,"la Verneda i la Pau",60807,"CONCILI DE TRENTO / Cantàbria                     ","0020X0020X","Dimecres","Dc","Laboral","2017",3,"Març","15","07","Matí","No és causa del  vianant",0,1,0,1,2,"433451,83","4585791,27","2.202633","41.418803"
"2017S004339    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"Guipúscoa                                         ","0122 0124","Dimarts","Dm","Laboral","2017",5,"Maig","16","09","Matí","Creuar per fora pas de vianants",0,1,0,1,1,"433508,41","4585965,48","2.203186","41.420652"
"2017S003256    ",10,"Sant Martí",73,"la Verneda i la Pau",208205,"Menorca / Puigcerdà                               ","0051 0051","Diumenge","Dg","Laboral","2017",4,"Abril","9","01","Nit","No és causa del  vianant",0,3,0,3,2,"433300,37","4586188,55","2.201045","41.422694"
"2017S010163    ",10,"Sant Martí",72,"Sant Martí de Provençals",60807,"Cantàbria                                         ","0001 0001","Dimarts","Dm","Laboral","2017",12,"Desembre","5","20","Tarda","Creuar per fora pas de vianants",0,2,0,2,1,"433599,93","4585595,28","2.204322","41.417325"
"2017S006564    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Guipúscoa / Prim                                  ","0159 0159","Divendres","Dv","Laboral","2017",7,"Juliol","28","08","Matí","No és causa del  vianant",0,2,0,2,2,"433653,35","4586092,73","2.204909","41.422204"
"2017S001795    ",10,"Sant Martí",72,"Sant Martí de Provençals",169409,"GV CORTS CATALANES                                ","1091 1091","Dissabte","Ds","Laboral","2017",3,"Març","4","19","Tarda","No és causa del  vianant",0,1,0,1,3,"433554,16","4585528,78","2.202526","41.415779"
"2017S010091    ",10,"Sant Martí",73,"la Verneda i la Pau",208205,"Menorca / Maresme                                 ","0055 0055","Diumenge","Dg","Laboral","2017",12,"Desembre","3","10","Matí","No és causa del  vianant",0,1,0,1,2,"433396,53","4586227,86","2.202085","41.422909"
"2017S010657    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Prim / Andrade                                    ","0135 0137","Dilluns","Dl","Laboral","2017",12,"Desembre","25","23","Nit","No és causa del  vianant",0,2,0,2,2,"433807,00","4585935,39","2.207162","41.420491"
"2017S007890    ",10,"Sant Martí",73,"la Verneda i la Pau",270107,"Cantàbria / Puigcerdà                             ","0298 0298","Dissabte","Ds","Laboral","2017",9,"Setembre","23","20","Tarda","No és causa del  vianant",0,1,0,1,2,"433243,75","4586394,95","2.199746","41.424763"
"2017S006800    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"Agricultura / Guipúscoa                           ","0096B0096B","Diumenge","Dg","Laboral","2017",8,"Agost","6","05","Nit","No és causa del  vianant",0,0,0,0,1,"433303,26","4585765,46","2.200363","41.418811"
"2017S006406    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"Guipúscoa                                         ","0077 0077","Dissabte","Ds","Laboral","2017",7,"Juliol","22","12","Matí","No és causa del  vianant",0,1,0,1,2,"433202,01","4585724,59","2.199547","41.418457"
"2017S003617    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Prim / Santander                                  ","0252 0252","Dissabte","Ds","Laboral","2017",4,"Abril","22","20","Tarda","No és causa del  vianant",0,2,0,2,2,"433325,06","4586516,86","2.200429","41.425594"
"2017S004828    ",10,"Sant Martí",73,"la Verneda i la Pau",318906,"Santander / Prim                                  ","0026 0026","Dijous","Dj","Laboral","2017",6,"Juny","1","16","Tarda","No és causa del  vianant",0,1,0,1,2,"433319,33","4586544,65","2.200429","41.425594"
"2017S000757    ",10,"Sant Martí",70,"el Besòs i el Maresme",270107,"PUIGCERDÀ                                         ","0104 0104","Dissabte","Ds","Laboral","2017",1,"Gener","28","19","Tarda","No és causa del  vianant",0,1,0,1,2,"434199,03","4585212,07","2.211446","41.413702"
"2017S004815    ",10,"Sant Martí",71,"Provençals del Poblenou",44403,"Josep Pla / Pere IV                               ","0316 0316","Dijous","Dj","Laboral","2017",6,"Juny","1","09","Matí","No és causa del  vianant",0,1,0,1,3,"433845,60","4585341,08","2.207263","41.415287"
"2017S006082    ",10,"Sant Martí",70,"el Besòs i el Maresme",195409,"Llull / Maresme                                   ","0019 0019","Dimecres","Dc","Laboral","2017",7,"Juliol","12","21","Tarda","No és causa del  vianant",0,1,0,1,2,"434566,78","4584994,78","2.216449","41.411787"
"2017S004549    ",10,"Sant Martí",71,"Provençals del Poblenou",94300,"Cristóbal de Moura / Agricultura                  ","0137B0137B","Dilluns","Dl","Laboral","2017",5,"Maig","22","13","Matí","No és causa del  vianant",0,1,0,1,2,"433956,55","4585097,81","2.208523","41.41264"
"2017S007652    ",10,"Sant Martí",70,"el Besòs i el Maresme",701414,"Corts Catalanes / Prim                            ","020840000","Divendres","Dv","Laboral","2017",9,"Setembre","15","22","Nit","No és causa del  vianant",0,0,0,0,1,"434007,45","4585877,10","2.208398","41.419569"
"2017S006654    ",10,"Sant Martí",70,"el Besòs i el Maresme",253800,"Perpinyà / Pere Moragues                          ","0004 0004","Dilluns","Dl","Laboral","2017",7,"Juliol","31","23","Nit","No és causa del  vianant",0,1,0,1,2,"434625,48","4585656,58","2.216595","41.417875"
"2017S003731    ",10,"Sant Martí",68,"el Poblenou",62609,"Icària                                            ","0209 0209","Dijous","Dj","Laboral","2017",4,"Abril","27","04","Nit","No és causa del  vianant",0,1,0,1,2,"433229,50","4583032,63","2.200423","41.393881"
"2017S010700    ",10,"Sant Martí",68,"el Poblenou",186703,"Llull                                             ","0159 0159","Dimecres","Dc","Laboral","2017",12,"Desembre","27","13","Matí","No és causa del  vianant",0,2,0,2,2,"433239,33","4583639,55","2.200224","41.39968"
"2017S006328    ",10,"Sant Martí",68,"el Poblenou",55501,"Carmen Amaya / Rere el Cementiri Vell             ","0001 0001","Dijous","Dj","Laboral","2017",7,"Juliol","20","08","Matí","No és causa del  vianant",0,1,0,1,2,"433655,47","4583299,55","2.205132","41.396405"
"2017S009453    ",10,"Sant Martí",68,"el Poblenou",700755,"B-10 (Besòs)                                      ","9999 9999","Dimarts","Dm","Laboral","2017",11,"Novembre","14","23","Nit","No és causa del  vianant",0,1,0,1,3,"433585,43","4583107,70","2.204611","41.393827"
"2017S004333    ",10,"Sant Martí",68,"el Poblenou",55501,"Calvell / Poblenou                                ","0019 0021","Dilluns","Dl","Laboral","2017",5,"Maig","15","20","Tarda","Desobeir el senyal del semàfor",0,2,0,2,1,"433742,18","4583407,06","2.20623","41.397296"
"2017S005340    ",10,"Sant Martí",68,"el Poblenou",75702,"Bisbe Josep Climent / Carmen Amaya                ","0002 0002","Diumenge","Dg","Laboral","2017",6,"Juny","18","19","Tarda","No és causa del  vianant",0,1,0,1,2,"433417,89","4583010,50","2.202231","41.394015"
"2017S003996    ",10,"Sant Martí",71,"Provençals del Poblenou",244800,"Paraguai                                          ","0001 0003","Divendres","Dv","Laboral","2017",5,"Maig","5","21","Tarda","No és causa del  vianant",0,1,0,1,2,"433766,72","4585485,36","2.20633","41.416349"
"2017S000586    ",10,"Sant Martí",71,"Provençals del Poblenou",115603,"PERÚ / Espronceda                                 ","0201 0201","Diumenge","Dg","Laboral","2017",1,"Gener","22","06","Matí","No és causa del  vianant",0,4,0,4,4,"433092,38","4584771,43","2.198342","41.410089"
"2017S006178    ",10,"Sant Martí",71,"Provençals del Poblenou",249304,"Diagonal / Pere IV                                ","0288X0288X","Dissabte","Ds","Laboral","2017",7,"Juliol","15","17","Tarda","No és causa del  vianant",0,1,0,1,2,"433309,20","4584432,53","2.200672","41.406603"
"2017S005355    ",10,"Sant Martí",71,"Provençals del Poblenou",42306,"Bilbao / Perú                                     ","0181 0185","Dilluns","Dl","Laboral","2017",6,"Juny","19","11","Matí","No és causa del  vianant",0,1,0,1,2,"432872,16","4584623,39","2.196074","41.408404"
"2017S006858    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"Espronceda / Corts Catalanes                      ","020700000","Dimecres","Dc","Laboral","2017",8,"Agost","9","09","Matí","No és causa del  vianant",0,1,0,1,2,"433010,80","4584901,86","2.197063","41.411044"
"2017S010300    ",10,"Sant Martí",71,"Provençals del Poblenou",249304,"Pere IV                                           ","0325X0325X","Dimecres","Dc","Laboral","2017",12,"Desembre","13","10","Matí","No és causa del  vianant",0,1,1,2,2,"433530,79","4584885,64","2.203718","41.410546"
"2017S010158    ",10,"Sant Martí",71,"Provençals del Poblenou",30409,"Bolívia / Bac de Roda                             ","0142 0142","Dimarts","Dm","Laboral","2017",12,"Desembre","5","18","Tarda","No és causa del  vianant",0,1,0,1,2,"433310,41","4584788,23","2.200608","41.410087"
"2017S004592    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"Prim / Corts Catalanes                            ","020830000","Dimecres","Dc","Laboral","2017",5,"Maig","24","16","Tarda","No és causa del  vianant",0,1,0,1,2,"433936,57","4585808,01","2.208398","41.419569"
"2017S002083    ",10,"Sant Martí",71,"Provençals del Poblenou",44403,"BAC DE RODA / Bolívia                             ","0228 0228","Dimecres","Dc","Laboral","2017",3,"Març","15","10","Matí","No és causa del  vianant",0,1,1,2,2,"433319,70","4584815,14","2.200608","41.410087"
"2017S004207    ",10,"Sant Martí",71,"Provençals del Poblenou",322608,"Corts Catalanes / Selva de Mar                    ","0167S0167S","Dijous","Dj","Laboral","2017",5,"Maig","11","22","Nit","Altres",0,2,0,2,1,"433407,28","4585234,25","2.201634","41.414447"
"2017S008289    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"Corts Catalanes                                   ","020730000","Dissabte","Ds","Laboral","2017",10,"Octubre","7","19","Tarda","No és causa del  vianant",0,1,0,1,2,"433224,20","4585110,24","2.19959","41.412096"
"2017S006616    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"Corts Catalanes / Selva de Mar                    ","020750000","Diumenge","Dg","Laboral","2017",7,"Juliol","30","11","Matí","No és causa del  vianant",0,2,0,2,1,"433366,47","4585249,15","2.201634","41.414447"
"2017S001636    ",10,"Sant Martí",71,"Provençals del Poblenou",249304,"PERE IV                                           ","0441I0441I","Dimarts","Dm","Laboral","2017",2,"Febrer","28","08","Matí","No és causa del  vianant",0,0,1,1,2,"433741,56","4585336,87","2.205119","41.412945"
"2017S006617    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"Corts Catalanes                                   ","020680000","Diumenge","Dg","Laboral","2017",7,"Juliol","30","12","Matí","No és causa del  vianant",0,2,0,2,3,"432865,19","4584761,31","2.194155","41.409542"
"2017S001690    ",10,"Sant Martí",71,"Provençals del Poblenou",30409,"BAC DE RODA                                       ","0139 0143","Dimecres","Dc","Laboral","2017",3,"Març","1","15","Tarda","Creuar per fora pas de vianants",0,2,0,2,1,"433243,40","4584810,98","2.199083","41.411029"
"2017S010021    ",10,"Sant Martí",71,"Provençals del Poblenou",322608,"Selva de Mar                                      ","0113B0113B","Divendres","Dv","Laboral","2017",12,"Desembre","1","08","Matí","No és causa del  vianant",0,1,0,1,2,"433646,63","4584980,61","2.205253","41.411499"
"2017S010754    ",10,"Sant Martí",71,"Provençals del Poblenou",42306,"Bilbao                                            ","0120X0120X","Divendres","Dv","Laboral","2017",12,"Desembre","29","16","Tarda","No és causa del  vianant",0,1,0,1,2,"433115,79","4584408,56","2.197935","41.406852"
"2017S000546    ",10,"Sant Martí",71,"Provençals del Poblenou",183603,"PERÚ / Rbla Poblenou                              ","0152 0154","Divendres","Dv","Laboral","2017",1,"Gener","20","13","Matí","Desobeir el senyal del semàfor",0,2,0,2,1,"432639,86","4584323,02","2.193796","41.406675"
"2017S001115    ",10,"Sant Martí",71,"Provençals del Poblenou",44403,"BOLÍVIA                                           ","0222 0222","Divendres","Dv","Laboral","2017",2,"Febrer","10","09","Matí","No és causa del  vianant",0,1,0,1,1,"433241,74","4584738,86","2.200416","41.409797"
"2017S001044    ",10,"Sant Martí",71,"Provençals del Poblenou",94300,"AV DIAGONAL / Espronceda                          ","0011X0011X","Dimecres","Dc","Laboral","2017",2,"Febrer","8","08","Matí","No és causa del  vianant",0,2,0,2,2,"433420,38","4584564,14","2.202379","41.407029"
"2017S009779    ",10,"Sant Martí",68,"el Poblenou",115603,"Espronceda / Borrell                              ","0080 0080","Divendres","Dv","Laboral","2017",11,"Novembre","24","13","Matí","No és causa del  vianant",0,1,0,1,2,"433693,33","4584197,05","2.205578","41.404614"
"2017S009874    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",143609,"Josep Pla                                         ","0059X0059X","Dilluns","Dl","Laboral","2017",11,"Novembre","27","17","Tarda","No és causa del  vianant",0,1,0,1,2,"434245,96","4584934,81","2.211964","41.411549"
"2017S010532    ",10,"Sant Martí",68,"el Poblenou",115603,"Espronceda / Pujades                              ","0097 0097","Dimecres","Dc","Laboral","2017",12,"Desembre","20","13","Matí","No és causa del  vianant",0,1,0,1,2,"433623,01","4584237,45","2.205064","41.404996"
"2017S000439    ",10,"Sant Martí",68,"el Poblenou",180401,"ESPRONCEDA / Llull                                ","0118 0118","Dimarts","Dm","Laboral","2017",1,"Gener","17","09","Matí","No és causa del  vianant",0,1,0,1,2,"433488,41","4584218,41","2.206274","41.404097"
"2017S003483    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",322608,"Selva de Mar / Llull                              ","0023X0023X","Dimecres","Dc","Laboral","2017",4,"Abril","19","11","Matí","Desobeir el senyal del semàfor",0,1,0,1,1,"434100,27","4584509,05","2.210749","41.40755"
"2017S000567    ",10,"Sant Martí",68,"el Poblenou",180401,"LOPE DE VEGA / Pallars                            ","0160 0160","Dissabte","Ds","Laboral","2017",1,"Gener","21","02","Nit","No és causa del  vianant",0,0,0,0,4,"433317,47","4584391,99","2.202826","41.404978"
"2017S003109    ",10,"Sant Martí",68,"el Poblenou",701265,"Litoral (Besòs)                                   ","000760000","Dimarts","Dm","Laboral","2017",4,"Abril","4","12","Matí","No és causa del  vianant",0,1,0,1,3,"433705,19","4583102,38","2.2018","41.392004"
"2017S007429    ",10,"Sant Martí",68,"el Poblenou",701265,"Litoral (Besòs)                                   ","000780000","Dimecres","Dc","Laboral","2017",9,"Setembre","6","13","Matí","No és causa del  vianant",0,1,0,1,2,"433557,81","4582963,81","2.201517","41.391675"
"2017S005792    ",10,"Sant Martí",68,"el Poblenou",701266,"B-10 (Llobregat)                                  ","000740000","Dimarts","Dm","Laboral","2017",7,"Juliol","4","10","Matí","No és causa del  vianant",0,2,0,2,2,"433827,82","4583265,73","2.206529","41.395659"
"2017S004450    ",10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)                               ","000740000","Divendres","Dv","Laboral","2017",5,"Maig","19","20","Tarda","No és causa del  vianant",0,2,0,2,2,"433827,82","4583265,73","2.206529","41.395659"
"2017S008181    ",10,"Sant Martí",68,"el Poblenou",701266,"B-10 (Besòs)                                      ","000780000","Dimecres","Dc","Laboral","2017",10,"Octubre","4","14","Tarda","No és causa del  vianant",0,1,0,1,2,"433545,58","4582976,40","2.204611","41.393827"
"2017S005540    ",10,"Sant Martí",68,"el Poblenou",701266,"B-10 (Llobregat)                                  ","000790000","Dilluns","Dl","Laboral","2017",6,"Juny","26","08","Matí","No és causa del  vianant",0,1,0,1,2,"433473,30","4582905,96","2.202318","41.392397"
"2017S008983    ",10,"Sant Martí",68,"el Poblenou",701266,"Salvador Espriu / Jaume Vicens i Vives            ","000790000","Dilluns","Dl","Laboral","2017",10,"Octubre","30","15","Tarda","No és causa del  vianant",0,1,0,1,2,"433473,30","4582905,96","2.202744","41.393067"
"2017S000038    ",10,"Sant Martí",68,"el Poblenou",14209,"RDA LITORAL(BESÒS)                                ","0000 0000","Dilluns","Dl","Laboral","2017",1,"Gener","2","20","Tarda","No és causa del  vianant",0,1,0,1,2,"433708,62","4583709,75","2.20242","41.392322"
"2017S008033    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",209900,"Meridiana / Sardenya                              ","0016 0018","Divendres","Dv","Laboral","2017",9,"Setembre","29","11","Matí","No és causa del  vianant",0,2,0,2,2,"432141,20","4582925,47","2.186869","41.393129"
"2017S009810    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",330107,"Roc Boronat / Tànger                              ","0099X0099X","Dissabte","Ds","Laboral","2017",11,"Novembre","25","08","Matí","No és causa del  vianant",0,1,0,1,2,"432684,74","4584042,70","2.193849","41.403296"
"2017S005217    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",197302,"Marina                                            ","0082 0088","Dimecres","Dc","Laboral","2017",6,"Juny","14","18","Tarda","No és causa del  vianant",0,1,0,1,2,"432298,46","4582960,02","2.188882","41.393607"
"2017S006831    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",197302,"Marina                                            ","0094 0094","Dilluns","Dl","Laboral","2017",8,"Agost","7","20","Tarda","No és causa del  vianant",0,1,0,1,5,"432262,34","4582997,71","2.188609","41.393818"
"2017S001688    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",249304,"MARINA / Pujades                                  ","0016 0016","Dimecres","Dc","Laboral","2017",3,"Març","1","16","Tarda","No és causa del  vianant",0,1,0,1,2,"432408,31","4582974,29","2.189091","41.393131"
"2017S002171    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",249304,"MARINA / Pujades                                  ","0016 0016","Divendres","Dv","Laboral","2017",3,"Març","17","21","Tarda","No és causa del  vianant",0,2,0,2,2,"432408,31","4582974,29","2.189091","41.393131"
"2017S006043    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",701414,"Corts Catalanes                                   ","020600000","Dimarts","Dm","Laboral","2017",7,"Juliol","11","18","Tarda","No és causa del  vianant",0,1,0,1,2,"432294,33","4584205,80","2.189057","41.404687"
"2017S006934    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",243206,"Tànger / Pamplona                                 ","0118 0118","Dissabte","Ds","Laboral","2017",8,"Agost","12","10","Matí","No és causa del  vianant",0,1,0,1,2,"432222,86","4583604,95","2.188136","41.399048"
"2017S001242    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",11200,"BUENAVENTURA MUÑOZ / Marina                       ","0050 0050","Dimarts","Dm","Laboral","2017",2,"Febrer","14","18","Tarda","No és causa del  vianant",0,1,0,1,2,"431972,92","4582946,61","2.187949","41.393957"
"2017S000406    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",11200,"MARINA / Pallars                                  ","0056 0056","Dilluns","Dl","Laboral","2017",1,"Gener","16","11","Matí","No és causa del  vianant",0,1,0,1,2,"431987,83","4582961,04","2.187949","41.393957"
"2017S003965    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",270901,"Pujades / Pamplona                                ","0057 0057","Dijous","Dj","Laboral","2017",5,"Maig","4","19","Tarda","No és causa del  vianant",0,1,0,1,2,"432585,19","4583200,75","2.192754","41.395653"
"2017S010285    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",270901,"Pujades / Zamora                                  ","0064 0064","Dimarts","Dm","Laboral","2017",12,"Desembre","12","13","Matí","Desobeir el senyal del semàfor",0,2,0,2,1,"432534,39","4583109,15","2.191494","41.394708"
"2017S001674    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",29206,"ALMOGÀVERS / Pamplona                             ","0095 0097","Dimecres","Dc","Laboral","2017",3,"Març","1","09","Matí","No és causa del  vianant",0,1,0,1,2,"432672,76","4583488,73","2.190415","41.39739"
"2017S000697    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",311703,"ÀLABA / Pujades                                   ","0015X0015X","Dijous","Dj","Laboral","2017",1,"Gener","26","16","Tarda","No és causa del  vianant",0,3,0,3,2,"432225,16","4583407,86","2.193871","41.396499"
"2017S009477    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",197302,"Marina                                            ","0065 0067","Dimecres","Dc","Laboral","2017",11,"Novembre","15","14","Tarda","No és causa del  vianant",0,1,0,1,2,"432405,51","4582779,20","2.190346","41.391862"
"2017S007892    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",44403,"Meridiana                                         ","0000X0000X","Dissabte","Ds","Laboral","2017",9,"Setembre","23","21","Tarda","No és causa del  vianant",0,1,0,1,2,"432154,31","4583704,20","2.186727","41.401282"
"2017S008467    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",171400,"Llull / Joan d'Àustria                            ","0066 0066","Dissabte","Ds","Laboral","2017",10,"Octubre","14","18","Tarda","No és causa del  vianant",0,2,0,2,2,"432494,25","4582942,20","2.191388","41.393105"
